date,name,href,article,comments
"Tue, Jun. 23",Nevada supports clean car program,https://seekingalpha.com/news/3585272-nevada-supports-clean-car-program?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:26,"Nevada plans to adopt California's zero emission vehicle policy to follow in the path of Washington, Minnesota and New Mexico. The state is proposing to require ZEV rules beginning in the 2025 model year and to allow automakers to earn credits toward meeting requirements starting in the 2023 model year.
Nevada and other states are moving forward with stricter emissions rules even as a lawsuit proceeds between the Trump administration and 23 states over the right to implement similar requirements.
""New regulations will not require anyone to give up their current vehicle or choose one that does not work for their lifestyle or business needs,"" states Nevada Governor Steve Sisolak.
Nevada is the home of a large Tesla (NASDAQ:TSLA) Gigafactory.
Shares of Tesla are up 0.47% premarket to $999.03 and trade more than 35% higher than the 100-day moving average.
Now read: Corporations Facing A World Of COVID-19 Challenges »",error
"Mon, Jun. 22",Cybertruck expected to hit the market strong,https://seekingalpha.com/news/3585157-cybertruck-expected-to-hit-market-strong?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:27,"Wedbush Securities analyst Dan Ives says pre-order levels for Tesla's (TSLA -0.7%) Cybertruck are over 650K based on the firm's estimate.
Ivesa notes the initial Cybertruck will be offered in three models: a single motor version with battery range of 250+ miles (base model), a dual motor version with a battery version of 300+ miles starting at $49,900 and a trifecta-motor version with a range of 500+ miles which starts at $69,900.
More details: Production on the Cybertruck is expected to begin in late 2021 with the trifecta-motor version not starting production until 2022. Tesla expects the triple-motor version to be able to accelerate from 0 to 60 mph in 2.9 seconds and complete a quarter mile sprint in 10 seconds.  The cybertruck is expected to have stronger towing capabilities than Ford's F150 and Rivian's R1T.
Austin is expected to win out over Tulsa as the site of Cybertruck production.
Now read: General Motors: Insiders Are Buying Significantly, Should You Follow? »",error
"Mon, Jun. 22",Tesla expected to offer 7seat Model Y,https://seekingalpha.com/news/3584843-tesla-expected-to-offer-7-seat-model-y?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:28,"As more focus turns to Tesla's (NASDAQ:TSLA) mid-size SUV, Elon Musk says a 7-seat Model Y should go into production in early Q4.
A recent Model Y teardown indicated that Tesla might be considering a rear-facing third row with the 7-seat Model Y version.
Over the weekend, Musk also said that Tesla has tentatively set September 15 for its annual shareholder meeting and highly-anticipated Battery Day event.
Shares of Tesla are down 0.44% premarket to $996.50 vs. the 52-week range of $211.00 to $1,027.48.
See all stocks on the move »",error
"Sat, Jun. 20",Tesla will postpone annual meeting Musk says,https://seekingalpha.com/news/3584749-tesla-will-postpone-annual-meeting-musk-says?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:29,"Tesla (NASDAQ:TSLA) is going to postpone its annual shareholder meeting, CEO Elon Musk says in a tweet.
The company had an annual meeting set for its calendar on July 7 at 4:30 p.m. ET.
But when asked whether the company's upcoming Cybertruck would be at the meeting, Musk replied ""Yes, but we will have to postpone annual shareholder meeting, as still no large gatherings allowed by July 7th. Not sure of new date, but am guessing maybe a month or so later.""
He did confirm the truck would debut at the Petersen Automotive Museum this weekend. The museum was to reopen from lockdown today.
Update: Tentative date for shareholder meeting & battery day is Sept 15. Will include tour of cell production system.
  Now read: Complacency And Inflation, Fortune And Glory »",error
"Fri, Jun. 19",JPMorgan pitches a tent in the Tesla bear camp,https://seekingalpha.com/news/3584603-jpmorgan-pitches-tent-in-tesla-bear-camp?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:31,"JPMorgan keeps an Underweight rating on Tesla (TSLA +0.1%), while nudging the price target up to $275 from $240.
""We see Tesla as by far the most overvalued stock in our coverage group (apart from Hertz, which we also rate Underweight and for which we previously withdrew our price target prior to its bankruptcy),"" updates analyst Ryan Brinkman.
Brinkman acknowledges that both technology and execution risk seem substantially less than was once feared for Tesla, but says expansion into higher volume segments with lower price points seems fraught with greater risk relative to demand, execution, and competition. Valuation appears to be pricing in upside related to expansion into mass-market segments well beyond our volume forecasts for the Model 3, he notes.
While JP's price target sound rather outlandish with shares of Tesla over $1,000, it's actually where the stock was trading hands last November and December just as the pandemic rose to the forefront.
Now read: Investors bid up Vroom after CarMax earnings »",error
"Fri, Jun. 19",BMW and Mercedes go down different selfdriving roads,https://seekingalpha.com/news/3584494-bmw-and-mercedes-go-down-different-self-driving-roads?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:32,"There is an interesting shakeup in the world of autonomous vehicles. Per a mutual press announcement today, BMW (OTCPK:BMWYY) and Mercedes-Benz (OTCPK:DDAIF) have put their cooperation agreement for autonomous driving on hold.
""Following extensive review, the two companies have arrived at a mutual and amicable agreement to concentrate on their existing development paths - which may also include working with current or new partners. Both explicitly wished to emphasise that cooperation may be resumed at a later date and that the two organisations' underlying approach to matters such as safety and customer benefits in the field of automated driving remains highly compatible.""
BMW says it's pushing ahead on autonomous tech with existing partners like Intel, Mobileye and Ansys, while Mercedes says it's ""sounding out"" new partners outside the auto sector.
The search for a new partner by Mercedes sounds a bit intriguing and could be of interest to Tesla (NASDAQ:TSLA) as it maps out its own self-driving car platform.
Now read: BMW: Showing Resiliency During COVID-19 »",error
"Thu, Jun. 18",Tesla pushes for sweet deal in Texas,https://seekingalpha.com/news/3584284-tesla-pushes-for-sweet-deal-in-texas?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:33,"Tesla (TSLA +0.7%) is pushing officials in Travis County, Texas for tax breaks of as much as $68M over ten years in order for the automaker to move ahead with plans to invest about $1B to build a large vehicle assembly plant in the Austin region.
The tax breaks are said to be needed to make the site competitive with what Tulsa, Oklahoma officials have offered to Tesla.
The new factory is expected to be 4M to 5M square feet and able to manufacture both the Cybertruck and Model Y. The property being considered is currently a sand and gravel mining site owned and operated by Martin Marietta.
Shares of Tesla have dipped back below $1,000 (chart).
Now read: Option Strategies: Earning Dividends From Non-Dividend-Paying Companies »",error
"Thu, Jun. 18",Tesla widening the gap with peers  Jefferies,https://seekingalpha.com/news/3584195-tesla-widening-gap-peers-jefferies?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:34,"Tesla (NASDAQ:TSLA) is comfortably back over $1,000 after Jefferies lifts its price target on Tesla to a Street-high (for base case, one-year timeframe) $1,200 from a prior PT of $650.
""Against expectations even a few months back, the gap with peers is widening, from product to battery tech/capacity,"" updates analyst Philippe Houchois.
""We see Covid-19 as an accelerator of the transition to EVs and renewables, from consumers and public policy. Tesla remains significantly ahead of peers in product range, capacity and technology. Near term, EV friendly incentives in the EU and lower priced Model 3 support H2 volume, making Tesla more resilient than peers.""
Tesla traded as high as $1,019.20 earlier in the session (see chart).
Now read: Strategic Allocation To Innovation: A Comparison To Emerging Markets »",error
"Thu, Jun. 18",Board drama at Tesla as shares near $1K again,https://seekingalpha.com/news/3584088-board-drama-tesla-shares-near-1k-again?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:35,"Glass Lewis is the second proxy firm recommending that Tesla (NASDAQ:TSLA) shareholders vote against re-electing Chairwoman Robyn Denholm to the board of directors.
The firm's recommendation was based on corporate governance concerns due to a personal insurance arrangement with CEO Elon Musk after Tesla's decision to not renew its directors and officers' liability policy due to high premiums quoted by insurers.
""We are concerned that this D&O arrangement gives the company's independent directors a direct, personal financial dependency upon the CEO they are tasked with overseeing,"" updates Glass Lewis.
Robyn Denholm is the former COO and CFO of Australian telecom Telstra.
Shares of Tesla are up 0.73% in premarket action to $999.01. It looks like another breach of the $1,000 level could be in the works.
See all stocks on the move »",error
"Wed, Jun. 17",Tesla gets a pass for drop in California demand,https://seekingalpha.com/news/3583842-tesla-gets-pass-for-drop-in-california-demand?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:36,"Wedbush Dan Ives says bulls are likely to shrug off the anticipated drop in California registrations for Tesla (TSLA +1.1%) with the pandemic an obvious obstacle. So far, shares are holding up in mid-day trading.
Ives thinks the Tesla growth story will motor on if China demand continues to improve and U.S. orders rebound over the coming months with the lockdown easing and the ""Fremont Stand-Off"" in the rear view mirror. Two big ifs amid the COVID-19 backdrop.
Wedbush has a base case price target of $1,000 and bull case PT of $1,500. The firm has a Neutral rating on Tesla, consistent with the consensus Wall Street view.
See all stocks on the move »",error
